policy_name,enter_threshold,exit_threshold,min_history_hours,min_consecutive_hours,refractory_hours,max_alerts_per_stay,n_patients,positive_rate,patient_alert_rate,positive_patient_alert_rate,negative_patient_alert_rate,alert_events_per_patient_day,alert_state_hours_per_patient_day,median_first_alert_hour_positive,median_first_alert_hour_all,mean_alert_events_per_alerted_patient,positive_alert_rate_at_6h,negative_alert_rate_at_6h,patient_alert_rate_at_6h,positive_alert_rate_at_12h,negative_alert_rate_at_12h,patient_alert_rate_at_12h,positive_alert_rate_at_24h,negative_alert_rate_at_24h,patient_alert_rate_at_24h,positive_alert_rate_at_36h,negative_alert_rate_at_36h,patient_alert_rate_at_36h,positive_alert_rate_at_48h,negative_alert_rate_at_48h,patient_alert_rate_at_48h,cumulative_alert_metrics,constraint_penalty,feasible
policy_0553,0.75,0.75,7,1,6,1,6297,0.1787,0.2184,0.624,0.1301,0.1092,2.1247,8.0,9.0,1.0,0.0,0.0,0.0,0.3893,0.0777,0.1334,0.5031,0.1083,0.1788,0.5618,0.1197,0.1987,0.624,0.1301,0.2184,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1334, 'positive_alert_rate': 0.3893, 'negative_alert_rate': 0.0777}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1788, 'positive_alert_rate': 0.5031, 'negative_alert_rate': 0.1083}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.1987, 'positive_alert_rate': 0.5618, 'negative_alert_rate': 0.1197}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2184, 'positive_alert_rate': 0.624, 'negative_alert_rate': 0.1301}]",0.0,True
policy_0554,0.75,0.75,7,1,12,1,6297,0.1787,0.2184,0.624,0.1301,0.1092,2.1247,8.0,9.0,1.0,0.0,0.0,0.0,0.3893,0.0777,0.1334,0.5031,0.1083,0.1788,0.5618,0.1197,0.1987,0.624,0.1301,0.2184,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1334, 'positive_alert_rate': 0.3893, 'negative_alert_rate': 0.0777}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1788, 'positive_alert_rate': 0.5031, 'negative_alert_rate': 0.1083}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.1987, 'positive_alert_rate': 0.5618, 'negative_alert_rate': 0.1197}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2184, 'positive_alert_rate': 0.624, 'negative_alert_rate': 0.1301}]",0.0,True
policy_0555,0.75,0.75,7,1,24,1,6297,0.1787,0.2184,0.624,0.1301,0.1092,2.1247,8.0,9.0,1.0,0.0,0.0,0.0,0.3893,0.0777,0.1334,0.5031,0.1083,0.1788,0.5618,0.1197,0.1987,0.624,0.1301,0.2184,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1334, 'positive_alert_rate': 0.3893, 'negative_alert_rate': 0.0777}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1788, 'positive_alert_rate': 0.5031, 'negative_alert_rate': 0.1083}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.1987, 'positive_alert_rate': 0.5618, 'negative_alert_rate': 0.1197}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2184, 'positive_alert_rate': 0.624, 'negative_alert_rate': 0.1301}]",0.0,True
policy_0559,0.75,0.7,7,1,6,1,6297,0.1787,0.2184,0.624,0.1301,0.1092,2.6475,8.0,9.0,1.0,0.0,0.0,0.0,0.3893,0.0777,0.1334,0.5031,0.1083,0.1788,0.5618,0.1197,0.1987,0.624,0.1301,0.2184,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1334, 'positive_alert_rate': 0.3893, 'negative_alert_rate': 0.0777}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1788, 'positive_alert_rate': 0.5031, 'negative_alert_rate': 0.1083}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.1987, 'positive_alert_rate': 0.5618, 'negative_alert_rate': 0.1197}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2184, 'positive_alert_rate': 0.624, 'negative_alert_rate': 0.1301}]",0.0,True
policy_0560,0.75,0.7,7,1,12,1,6297,0.1787,0.2184,0.624,0.1301,0.1092,2.6475,8.0,9.0,1.0,0.0,0.0,0.0,0.3893,0.0777,0.1334,0.5031,0.1083,0.1788,0.5618,0.1197,0.1987,0.624,0.1301,0.2184,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1334, 'positive_alert_rate': 0.3893, 'negative_alert_rate': 0.0777}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1788, 'positive_alert_rate': 0.5031, 'negative_alert_rate': 0.1083}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.1987, 'positive_alert_rate': 0.5618, 'negative_alert_rate': 0.1197}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2184, 'positive_alert_rate': 0.624, 'negative_alert_rate': 0.1301}]",0.0,True
policy_0561,0.75,0.7,7,1,24,1,6297,0.1787,0.2184,0.624,0.1301,0.1092,2.6475,8.0,9.0,1.0,0.0,0.0,0.0,0.3893,0.0777,0.1334,0.5031,0.1083,0.1788,0.5618,0.1197,0.1987,0.624,0.1301,0.2184,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1334, 'positive_alert_rate': 0.3893, 'negative_alert_rate': 0.0777}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1788, 'positive_alert_rate': 0.5031, 'negative_alert_rate': 0.1083}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.1987, 'positive_alert_rate': 0.5618, 'negative_alert_rate': 0.1197}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2184, 'positive_alert_rate': 0.624, 'negative_alert_rate': 0.1301}]",0.0,True
policy_0541,0.75,0.75,6,1,6,1,6297,0.1787,0.2211,0.6284,0.1324,0.1105,2.1534,8.0,9.0,1.0,0.2649,0.0451,0.0843,0.3947,0.0804,0.1366,0.5076,0.1106,0.1815,0.5662,0.122,0.2014,0.6284,0.1324,0.2211,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0843, 'positive_alert_rate': 0.2649, 'negative_alert_rate': 0.0451}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1366, 'positive_alert_rate': 0.3947, 'negative_alert_rate': 0.0804}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1815, 'positive_alert_rate': 0.5076, 'negative_alert_rate': 0.1106}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2014, 'positive_alert_rate': 0.5662, 'negative_alert_rate': 0.122}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2211, 'positive_alert_rate': 0.6284, 'negative_alert_rate': 0.1324}]",0.0,True
policy_0542,0.75,0.75,6,1,12,1,6297,0.1787,0.2211,0.6284,0.1324,0.1105,2.1534,8.0,9.0,1.0,0.2649,0.0451,0.0843,0.3947,0.0804,0.1366,0.5076,0.1106,0.1815,0.5662,0.122,0.2014,0.6284,0.1324,0.2211,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0843, 'positive_alert_rate': 0.2649, 'negative_alert_rate': 0.0451}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1366, 'positive_alert_rate': 0.3947, 'negative_alert_rate': 0.0804}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1815, 'positive_alert_rate': 0.5076, 'negative_alert_rate': 0.1106}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2014, 'positive_alert_rate': 0.5662, 'negative_alert_rate': 0.122}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2211, 'positive_alert_rate': 0.6284, 'negative_alert_rate': 0.1324}]",0.0,True
policy_0543,0.75,0.75,6,1,24,1,6297,0.1787,0.2211,0.6284,0.1324,0.1105,2.1534,8.0,9.0,1.0,0.2649,0.0451,0.0843,0.3947,0.0804,0.1366,0.5076,0.1106,0.1815,0.5662,0.122,0.2014,0.6284,0.1324,0.2211,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0843, 'positive_alert_rate': 0.2649, 'negative_alert_rate': 0.0451}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1366, 'positive_alert_rate': 0.3947, 'negative_alert_rate': 0.0804}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1815, 'positive_alert_rate': 0.5076, 'negative_alert_rate': 0.1106}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2014, 'positive_alert_rate': 0.5662, 'negative_alert_rate': 0.122}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2211, 'positive_alert_rate': 0.6284, 'negative_alert_rate': 0.1324}]",0.0,True
policy_0547,0.75,0.7,6,1,6,1,6297,0.1787,0.2211,0.6284,0.1324,0.1105,2.6913,8.0,9.0,1.0,0.2649,0.0451,0.0843,0.3947,0.0804,0.1366,0.5076,0.1106,0.1815,0.5662,0.122,0.2014,0.6284,0.1324,0.2211,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0843, 'positive_alert_rate': 0.2649, 'negative_alert_rate': 0.0451}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1366, 'positive_alert_rate': 0.3947, 'negative_alert_rate': 0.0804}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1815, 'positive_alert_rate': 0.5076, 'negative_alert_rate': 0.1106}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2014, 'positive_alert_rate': 0.5662, 'negative_alert_rate': 0.122}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2211, 'positive_alert_rate': 0.6284, 'negative_alert_rate': 0.1324}]",0.0,True
policy_0548,0.75,0.7,6,1,12,1,6297,0.1787,0.2211,0.6284,0.1324,0.1105,2.6913,8.0,9.0,1.0,0.2649,0.0451,0.0843,0.3947,0.0804,0.1366,0.5076,0.1106,0.1815,0.5662,0.122,0.2014,0.6284,0.1324,0.2211,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0843, 'positive_alert_rate': 0.2649, 'negative_alert_rate': 0.0451}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1366, 'positive_alert_rate': 0.3947, 'negative_alert_rate': 0.0804}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1815, 'positive_alert_rate': 0.5076, 'negative_alert_rate': 0.1106}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2014, 'positive_alert_rate': 0.5662, 'negative_alert_rate': 0.122}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2211, 'positive_alert_rate': 0.6284, 'negative_alert_rate': 0.1324}]",0.0,True
policy_0549,0.75,0.7,6,1,24,1,6297,0.1787,0.2211,0.6284,0.1324,0.1105,2.6913,8.0,9.0,1.0,0.2649,0.0451,0.0843,0.3947,0.0804,0.1366,0.5076,0.1106,0.1815,0.5662,0.122,0.2014,0.6284,0.1324,0.2211,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0843, 'positive_alert_rate': 0.2649, 'negative_alert_rate': 0.0451}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1366, 'positive_alert_rate': 0.3947, 'negative_alert_rate': 0.0804}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1815, 'positive_alert_rate': 0.5076, 'negative_alert_rate': 0.1106}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2014, 'positive_alert_rate': 0.5662, 'negative_alert_rate': 0.122}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2211, 'positive_alert_rate': 0.6284, 'negative_alert_rate': 0.1324}]",0.0,True
policy_0532,0.72,0.72,12,2,6,1,6297,0.1787,0.2226,0.6284,0.1344,0.1113,2.2519,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5058,0.1071,0.1783,0.5724,0.1218,0.2023,0.6284,0.1344,0.2226,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1783, 'positive_alert_rate': 0.5058, 'negative_alert_rate': 0.1071}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2023, 'positive_alert_rate': 0.5724, 'negative_alert_rate': 0.1218}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2226, 'positive_alert_rate': 0.6284, 'negative_alert_rate': 0.1344}]",0.0,True
policy_0533,0.72,0.72,12,2,12,1,6297,0.1787,0.2226,0.6284,0.1344,0.1113,2.2519,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5058,0.1071,0.1783,0.5724,0.1218,0.2023,0.6284,0.1344,0.2226,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1783, 'positive_alert_rate': 0.5058, 'negative_alert_rate': 0.1071}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2023, 'positive_alert_rate': 0.5724, 'negative_alert_rate': 0.1218}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2226, 'positive_alert_rate': 0.6284, 'negative_alert_rate': 0.1344}]",0.0,True
policy_0534,0.72,0.72,12,2,24,1,6297,0.1787,0.2226,0.6284,0.1344,0.1113,2.2519,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5058,0.1071,0.1783,0.5724,0.1218,0.2023,0.6284,0.1344,0.2226,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1783, 'positive_alert_rate': 0.5058, 'negative_alert_rate': 0.1071}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2023, 'positive_alert_rate': 0.5724, 'negative_alert_rate': 0.1218}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2226, 'positive_alert_rate': 0.6284, 'negative_alert_rate': 0.1344}]",0.0,True
policy_0538,0.72,0.67,12,2,6,1,6297,0.1787,0.2226,0.6284,0.1344,0.1113,2.6649,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5058,0.1071,0.1783,0.5724,0.1218,0.2023,0.6284,0.1344,0.2226,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1783, 'positive_alert_rate': 0.5058, 'negative_alert_rate': 0.1071}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2023, 'positive_alert_rate': 0.5724, 'negative_alert_rate': 0.1218}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2226, 'positive_alert_rate': 0.6284, 'negative_alert_rate': 0.1344}]",0.0,True
policy_0539,0.72,0.67,12,2,12,1,6297,0.1787,0.2226,0.6284,0.1344,0.1113,2.6649,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5058,0.1071,0.1783,0.5724,0.1218,0.2023,0.6284,0.1344,0.2226,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1783, 'positive_alert_rate': 0.5058, 'negative_alert_rate': 0.1071}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2023, 'positive_alert_rate': 0.5724, 'negative_alert_rate': 0.1218}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2226, 'positive_alert_rate': 0.6284, 'negative_alert_rate': 0.1344}]",0.0,True
policy_0540,0.72,0.67,12,2,24,1,6297,0.1787,0.2226,0.6284,0.1344,0.1113,2.6649,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5058,0.1071,0.1783,0.5724,0.1218,0.2023,0.6284,0.1344,0.2226,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1783, 'positive_alert_rate': 0.5058, 'negative_alert_rate': 0.1071}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2023, 'positive_alert_rate': 0.5724, 'negative_alert_rate': 0.1218}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2226, 'positive_alert_rate': 0.6284, 'negative_alert_rate': 0.1344}]",0.0,True
policy_0520,0.72,0.72,10,2,6,1,6297,0.1787,0.2261,0.6347,0.1373,0.1131,2.3479,11.0,11.0,1.0,0.0,0.0,0.0,0.3831,0.0733,0.1286,0.5156,0.1102,0.1826,0.5796,0.1247,0.206,0.6347,0.1373,0.2261,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1286, 'positive_alert_rate': 0.3831, 'negative_alert_rate': 0.0733}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1826, 'positive_alert_rate': 0.5156, 'negative_alert_rate': 0.1102}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.206, 'positive_alert_rate': 0.5796, 'negative_alert_rate': 0.1247}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2261, 'positive_alert_rate': 0.6347, 'negative_alert_rate': 0.1373}]",0.0,True
policy_0521,0.72,0.72,10,2,12,1,6297,0.1787,0.2261,0.6347,0.1373,0.1131,2.3479,11.0,11.0,1.0,0.0,0.0,0.0,0.3831,0.0733,0.1286,0.5156,0.1102,0.1826,0.5796,0.1247,0.206,0.6347,0.1373,0.2261,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1286, 'positive_alert_rate': 0.3831, 'negative_alert_rate': 0.0733}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1826, 'positive_alert_rate': 0.5156, 'negative_alert_rate': 0.1102}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.206, 'positive_alert_rate': 0.5796, 'negative_alert_rate': 0.1247}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2261, 'positive_alert_rate': 0.6347, 'negative_alert_rate': 0.1373}]",0.0,True
policy_0522,0.72,0.72,10,2,24,1,6297,0.1787,0.2261,0.6347,0.1373,0.1131,2.3479,11.0,11.0,1.0,0.0,0.0,0.0,0.3831,0.0733,0.1286,0.5156,0.1102,0.1826,0.5796,0.1247,0.206,0.6347,0.1373,0.2261,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1286, 'positive_alert_rate': 0.3831, 'negative_alert_rate': 0.0733}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1826, 'positive_alert_rate': 0.5156, 'negative_alert_rate': 0.1102}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.206, 'positive_alert_rate': 0.5796, 'negative_alert_rate': 0.1247}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2261, 'positive_alert_rate': 0.6347, 'negative_alert_rate': 0.1373}]",0.0,True
policy_0526,0.72,0.67,10,2,6,1,6297,0.1787,0.2261,0.6347,0.1373,0.1131,2.797,11.0,11.0,1.0,0.0,0.0,0.0,0.3831,0.0733,0.1286,0.5156,0.1102,0.1826,0.5796,0.1247,0.206,0.6347,0.1373,0.2261,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1286, 'positive_alert_rate': 0.3831, 'negative_alert_rate': 0.0733}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1826, 'positive_alert_rate': 0.5156, 'negative_alert_rate': 0.1102}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.206, 'positive_alert_rate': 0.5796, 'negative_alert_rate': 0.1247}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2261, 'positive_alert_rate': 0.6347, 'negative_alert_rate': 0.1373}]",0.0,True
policy_0527,0.72,0.67,10,2,12,1,6297,0.1787,0.2261,0.6347,0.1373,0.1131,2.797,11.0,11.0,1.0,0.0,0.0,0.0,0.3831,0.0733,0.1286,0.5156,0.1102,0.1826,0.5796,0.1247,0.206,0.6347,0.1373,0.2261,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1286, 'positive_alert_rate': 0.3831, 'negative_alert_rate': 0.0733}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1826, 'positive_alert_rate': 0.5156, 'negative_alert_rate': 0.1102}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.206, 'positive_alert_rate': 0.5796, 'negative_alert_rate': 0.1247}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2261, 'positive_alert_rate': 0.6347, 'negative_alert_rate': 0.1373}]",0.0,True
policy_0528,0.72,0.67,10,2,24,1,6297,0.1787,0.2261,0.6347,0.1373,0.1131,2.797,11.0,11.0,1.0,0.0,0.0,0.0,0.3831,0.0733,0.1286,0.5156,0.1102,0.1826,0.5796,0.1247,0.206,0.6347,0.1373,0.2261,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1286, 'positive_alert_rate': 0.3831, 'negative_alert_rate': 0.0733}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1826, 'positive_alert_rate': 0.5156, 'negative_alert_rate': 0.1102}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.206, 'positive_alert_rate': 0.5796, 'negative_alert_rate': 0.1247}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2261, 'positive_alert_rate': 0.6347, 'negative_alert_rate': 0.1373}]",0.0,True
policy_0529,0.72,0.72,12,1,6,1,6297,0.1787,0.2334,0.6462,0.1437,0.1167,2.3209,12.0,12.0,1.0,0.0,0.0,0.0,0.3884,0.0756,0.1315,0.528,0.1156,0.1893,0.5893,0.1309,0.2128,0.6462,0.1437,0.2334,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1315, 'positive_alert_rate': 0.3884, 'negative_alert_rate': 0.0756}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1893, 'positive_alert_rate': 0.528, 'negative_alert_rate': 0.1156}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2128, 'positive_alert_rate': 0.5893, 'negative_alert_rate': 0.1309}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2334, 'positive_alert_rate': 0.6462, 'negative_alert_rate': 0.1437}]",0.0,True
policy_0530,0.72,0.72,12,1,12,1,6297,0.1787,0.2334,0.6462,0.1437,0.1167,2.3209,12.0,12.0,1.0,0.0,0.0,0.0,0.3884,0.0756,0.1315,0.528,0.1156,0.1893,0.5893,0.1309,0.2128,0.6462,0.1437,0.2334,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1315, 'positive_alert_rate': 0.3884, 'negative_alert_rate': 0.0756}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1893, 'positive_alert_rate': 0.528, 'negative_alert_rate': 0.1156}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2128, 'positive_alert_rate': 0.5893, 'negative_alert_rate': 0.1309}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2334, 'positive_alert_rate': 0.6462, 'negative_alert_rate': 0.1437}]",0.0,True
policy_0531,0.72,0.72,12,1,24,1,6297,0.1787,0.2334,0.6462,0.1437,0.1167,2.3209,12.0,12.0,1.0,0.0,0.0,0.0,0.3884,0.0756,0.1315,0.528,0.1156,0.1893,0.5893,0.1309,0.2128,0.6462,0.1437,0.2334,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1315, 'positive_alert_rate': 0.3884, 'negative_alert_rate': 0.0756}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.1893, 'positive_alert_rate': 0.528, 'negative_alert_rate': 0.1156}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2128, 'positive_alert_rate': 0.5893, 'negative_alert_rate': 0.1309}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2334, 'positive_alert_rate': 0.6462, 'negative_alert_rate': 0.1437}]",0.0,True
