policy_name,enter_threshold,exit_threshold,min_history_hours,min_consecutive_hours,refractory_hours,max_alerts_per_stay,n_patients,positive_rate,patient_alert_rate,positive_patient_alert_rate,negative_patient_alert_rate,alert_events_per_patient_day,alert_state_hours_per_patient_day,median_first_alert_hour_positive,median_first_alert_hour_all,mean_alert_events_per_alerted_patient,positive_alert_rate_at_6h,negative_alert_rate_at_6h,patient_alert_rate_at_6h,positive_alert_rate_at_12h,negative_alert_rate_at_12h,patient_alert_rate_at_12h,positive_alert_rate_at_24h,negative_alert_rate_at_24h,patient_alert_rate_at_24h,positive_alert_rate_at_36h,negative_alert_rate_at_36h,patient_alert_rate_at_36h,positive_alert_rate_at_48h,negative_alert_rate_at_48h,patient_alert_rate_at_48h,cumulative_alert_metrics,constraint_penalty,feasible
policy_0464,0.7,0.65,10,1,12,1,6297,0.1787,0.2627,0.6871,0.1703,0.1313,3.2416,10.0,10.0,1.0,0.0,0.0,0.0,0.4578,0.1017,0.1653,0.5769,0.14,0.218,0.6311,0.1582,0.2427,0.6871,0.1703,0.2627,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1653, 'positive_alert_rate': 0.4578, 'negative_alert_rate': 0.1017}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.218, 'positive_alert_rate': 0.5769, 'negative_alert_rate': 0.14}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2427, 'positive_alert_rate': 0.6311, 'negative_alert_rate': 0.1582}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2627, 'positive_alert_rate': 0.6871, 'negative_alert_rate': 0.1703}]",0.0,True
policy_0465,0.7,0.65,10,1,24,1,6297,0.1787,0.2627,0.6871,0.1703,0.1313,3.2416,10.0,10.0,1.0,0.0,0.0,0.0,0.4578,0.1017,0.1653,0.5769,0.14,0.218,0.6311,0.1582,0.2427,0.6871,0.1703,0.2627,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1653, 'positive_alert_rate': 0.4578, 'negative_alert_rate': 0.1017}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.218, 'positive_alert_rate': 0.5769, 'negative_alert_rate': 0.14}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2427, 'positive_alert_rate': 0.6311, 'negative_alert_rate': 0.1582}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2627, 'positive_alert_rate': 0.6871, 'negative_alert_rate': 0.1703}]",0.0,True
policy_0445,0.7,0.7,8,1,6,1,6297,0.1787,0.2693,0.6942,0.1769,0.1347,2.6977,8.0,8.0,1.0,0.0,0.0,0.0,0.4791,0.1118,0.1774,0.5867,0.1473,0.2258,0.6391,0.1649,0.2496,0.6942,0.1769,0.2693,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1774, 'positive_alert_rate': 0.4791, 'negative_alert_rate': 0.1118}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2258, 'positive_alert_rate': 0.5867, 'negative_alert_rate': 0.1473}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2496, 'positive_alert_rate': 0.6391, 'negative_alert_rate': 0.1649}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2693, 'positive_alert_rate': 0.6942, 'negative_alert_rate': 0.1769}]",0.0,True
policy_0446,0.7,0.7,8,1,12,1,6297,0.1787,0.2693,0.6942,0.1769,0.1347,2.6977,8.0,8.0,1.0,0.0,0.0,0.0,0.4791,0.1118,0.1774,0.5867,0.1473,0.2258,0.6391,0.1649,0.2496,0.6942,0.1769,0.2693,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1774, 'positive_alert_rate': 0.4791, 'negative_alert_rate': 0.1118}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2258, 'positive_alert_rate': 0.5867, 'negative_alert_rate': 0.1473}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2496, 'positive_alert_rate': 0.6391, 'negative_alert_rate': 0.1649}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2693, 'positive_alert_rate': 0.6942, 'negative_alert_rate': 0.1769}]",0.0,True
policy_0447,0.7,0.7,8,1,24,1,6297,0.1787,0.2693,0.6942,0.1769,0.1347,2.6977,8.0,8.0,1.0,0.0,0.0,0.0,0.4791,0.1118,0.1774,0.5867,0.1473,0.2258,0.6391,0.1649,0.2496,0.6942,0.1769,0.2693,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1774, 'positive_alert_rate': 0.4791, 'negative_alert_rate': 0.1118}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2258, 'positive_alert_rate': 0.5867, 'negative_alert_rate': 0.1473}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2496, 'positive_alert_rate': 0.6391, 'negative_alert_rate': 0.1649}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2693, 'positive_alert_rate': 0.6942, 'negative_alert_rate': 0.1769}]",0.0,True
policy_0451,0.7,0.65,8,1,6,1,6297,0.1787,0.2693,0.6942,0.1769,0.1347,3.3744,8.0,8.0,1.0,0.0,0.0,0.0,0.4791,0.1118,0.1774,0.5867,0.1473,0.2258,0.6391,0.1649,0.2496,0.6942,0.1769,0.2693,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1774, 'positive_alert_rate': 0.4791, 'negative_alert_rate': 0.1118}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2258, 'positive_alert_rate': 0.5867, 'negative_alert_rate': 0.1473}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2496, 'positive_alert_rate': 0.6391, 'negative_alert_rate': 0.1649}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2693, 'positive_alert_rate': 0.6942, 'negative_alert_rate': 0.1769}]",0.0,True
policy_0452,0.7,0.65,8,1,12,1,6297,0.1787,0.2693,0.6942,0.1769,0.1347,3.3744,8.0,8.0,1.0,0.0,0.0,0.0,0.4791,0.1118,0.1774,0.5867,0.1473,0.2258,0.6391,0.1649,0.2496,0.6942,0.1769,0.2693,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1774, 'positive_alert_rate': 0.4791, 'negative_alert_rate': 0.1118}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2258, 'positive_alert_rate': 0.5867, 'negative_alert_rate': 0.1473}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2496, 'positive_alert_rate': 0.6391, 'negative_alert_rate': 0.1649}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2693, 'positive_alert_rate': 0.6942, 'negative_alert_rate': 0.1769}]",0.0,True
policy_0453,0.7,0.65,8,1,24,1,6297,0.1787,0.2693,0.6942,0.1769,0.1347,3.3744,8.0,8.0,1.0,0.0,0.0,0.0,0.4791,0.1118,0.1774,0.5867,0.1473,0.2258,0.6391,0.1649,0.2496,0.6942,0.1769,0.2693,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1774, 'positive_alert_rate': 0.4791, 'negative_alert_rate': 0.1118}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2258, 'positive_alert_rate': 0.5867, 'negative_alert_rate': 0.1473}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2496, 'positive_alert_rate': 0.6391, 'negative_alert_rate': 0.1649}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2693, 'positive_alert_rate': 0.6942, 'negative_alert_rate': 0.1769}]",0.0,True
policy_0433,0.7,0.7,7,1,6,1,6297,0.1787,0.2735,0.6996,0.1808,0.1367,2.749,7.0,7.0,1.0,0.0,0.0,0.0,0.4898,0.1168,0.1834,0.5956,0.1514,0.2307,0.6462,0.1688,0.2541,0.6996,0.1808,0.2735,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1834, 'positive_alert_rate': 0.4898, 'negative_alert_rate': 0.1168}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2307, 'positive_alert_rate': 0.5956, 'negative_alert_rate': 0.1514}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2541, 'positive_alert_rate': 0.6462, 'negative_alert_rate': 0.1688}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2735, 'positive_alert_rate': 0.6996, 'negative_alert_rate': 0.1808}]",0.0,True
policy_0434,0.7,0.7,7,1,12,1,6297,0.1787,0.2735,0.6996,0.1808,0.1367,2.749,7.0,7.0,1.0,0.0,0.0,0.0,0.4898,0.1168,0.1834,0.5956,0.1514,0.2307,0.6462,0.1688,0.2541,0.6996,0.1808,0.2735,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1834, 'positive_alert_rate': 0.4898, 'negative_alert_rate': 0.1168}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2307, 'positive_alert_rate': 0.5956, 'negative_alert_rate': 0.1514}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2541, 'positive_alert_rate': 0.6462, 'negative_alert_rate': 0.1688}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2735, 'positive_alert_rate': 0.6996, 'negative_alert_rate': 0.1808}]",0.0,True
policy_0435,0.7,0.7,7,1,24,1,6297,0.1787,0.2735,0.6996,0.1808,0.1367,2.749,7.0,7.0,1.0,0.0,0.0,0.0,0.4898,0.1168,0.1834,0.5956,0.1514,0.2307,0.6462,0.1688,0.2541,0.6996,0.1808,0.2735,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1834, 'positive_alert_rate': 0.4898, 'negative_alert_rate': 0.1168}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2307, 'positive_alert_rate': 0.5956, 'negative_alert_rate': 0.1514}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2541, 'positive_alert_rate': 0.6462, 'negative_alert_rate': 0.1688}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2735, 'positive_alert_rate': 0.6996, 'negative_alert_rate': 0.1808}]",0.0,True
policy_0439,0.7,0.65,7,1,6,1,6297,0.1787,0.2735,0.6996,0.1808,0.1367,3.4364,7.0,7.0,1.0,0.0,0.0,0.0,0.4898,0.1168,0.1834,0.5956,0.1514,0.2307,0.6462,0.1688,0.2541,0.6996,0.1808,0.2735,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1834, 'positive_alert_rate': 0.4898, 'negative_alert_rate': 0.1168}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2307, 'positive_alert_rate': 0.5956, 'negative_alert_rate': 0.1514}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2541, 'positive_alert_rate': 0.6462, 'negative_alert_rate': 0.1688}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2735, 'positive_alert_rate': 0.6996, 'negative_alert_rate': 0.1808}]",0.0,True
policy_0440,0.7,0.65,7,1,12,1,6297,0.1787,0.2735,0.6996,0.1808,0.1367,3.4364,7.0,7.0,1.0,0.0,0.0,0.0,0.4898,0.1168,0.1834,0.5956,0.1514,0.2307,0.6462,0.1688,0.2541,0.6996,0.1808,0.2735,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1834, 'positive_alert_rate': 0.4898, 'negative_alert_rate': 0.1168}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2307, 'positive_alert_rate': 0.5956, 'negative_alert_rate': 0.1514}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2541, 'positive_alert_rate': 0.6462, 'negative_alert_rate': 0.1688}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2735, 'positive_alert_rate': 0.6996, 'negative_alert_rate': 0.1808}]",0.0,True
policy_0441,0.7,0.65,7,1,24,1,6297,0.1787,0.2735,0.6996,0.1808,0.1367,3.4364,7.0,7.0,1.0,0.0,0.0,0.0,0.4898,0.1168,0.1834,0.5956,0.1514,0.2307,0.6462,0.1688,0.2541,0.6996,0.1808,0.2735,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.1834, 'positive_alert_rate': 0.4898, 'negative_alert_rate': 0.1168}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2307, 'positive_alert_rate': 0.5956, 'negative_alert_rate': 0.1514}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2541, 'positive_alert_rate': 0.6462, 'negative_alert_rate': 0.1688}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2735, 'positive_alert_rate': 0.6996, 'negative_alert_rate': 0.1808}]",0.0,True
policy_0412,0.67,0.67,12,2,6,1,6297,0.1787,0.2736,0.7004,0.1808,0.1368,2.8885,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5867,0.1475,0.226,0.6462,0.1657,0.2515,0.7004,0.1808,0.2736,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.226, 'positive_alert_rate': 0.5867, 'negative_alert_rate': 0.1475}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2515, 'positive_alert_rate': 0.6462, 'negative_alert_rate': 0.1657}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2736, 'positive_alert_rate': 0.7004, 'negative_alert_rate': 0.1808}]",0.0,True
policy_0413,0.67,0.67,12,2,12,1,6297,0.1787,0.2736,0.7004,0.1808,0.1368,2.8885,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5867,0.1475,0.226,0.6462,0.1657,0.2515,0.7004,0.1808,0.2736,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.226, 'positive_alert_rate': 0.5867, 'negative_alert_rate': 0.1475}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2515, 'positive_alert_rate': 0.6462, 'negative_alert_rate': 0.1657}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2736, 'positive_alert_rate': 0.7004, 'negative_alert_rate': 0.1808}]",0.0,True
policy_0414,0.67,0.67,12,2,24,1,6297,0.1787,0.2736,0.7004,0.1808,0.1368,2.8885,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5867,0.1475,0.226,0.6462,0.1657,0.2515,0.7004,0.1808,0.2736,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.226, 'positive_alert_rate': 0.5867, 'negative_alert_rate': 0.1475}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2515, 'positive_alert_rate': 0.6462, 'negative_alert_rate': 0.1657}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2736, 'positive_alert_rate': 0.7004, 'negative_alert_rate': 0.1808}]",0.0,True
policy_0418,0.67,0.62,12,2,6,1,6297,0.1787,0.2736,0.7004,0.1808,0.1368,3.3555,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5867,0.1475,0.226,0.6462,0.1657,0.2515,0.7004,0.1808,0.2736,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.226, 'positive_alert_rate': 0.5867, 'negative_alert_rate': 0.1475}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2515, 'positive_alert_rate': 0.6462, 'negative_alert_rate': 0.1657}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2736, 'positive_alert_rate': 0.7004, 'negative_alert_rate': 0.1808}]",0.0,True
policy_0419,0.67,0.62,12,2,12,1,6297,0.1787,0.2736,0.7004,0.1808,0.1368,3.3555,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5867,0.1475,0.226,0.6462,0.1657,0.2515,0.7004,0.1808,0.2736,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.226, 'positive_alert_rate': 0.5867, 'negative_alert_rate': 0.1475}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2515, 'positive_alert_rate': 0.6462, 'negative_alert_rate': 0.1657}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2736, 'positive_alert_rate': 0.7004, 'negative_alert_rate': 0.1808}]",0.0,True
policy_0420,0.67,0.62,12,2,24,1,6297,0.1787,0.2736,0.7004,0.1808,0.1368,3.3555,13.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5867,0.1475,0.226,0.6462,0.1657,0.2515,0.7004,0.1808,0.2736,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.226, 'positive_alert_rate': 0.5867, 'negative_alert_rate': 0.1475}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2515, 'positive_alert_rate': 0.6462, 'negative_alert_rate': 0.1657}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2736, 'positive_alert_rate': 0.7004, 'negative_alert_rate': 0.1808}]",0.0,True
policy_0421,0.7,0.7,6,1,6,1,6297,0.1787,0.2763,0.7013,0.1839,0.1382,2.7859,7.0,7.0,1.0,0.3422,0.0723,0.1205,0.496,0.121,0.188,0.5991,0.1551,0.2344,0.6489,0.1719,0.2571,0.7013,0.1839,0.2763,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.1205, 'positive_alert_rate': 0.3422, 'negative_alert_rate': 0.0723}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.188, 'positive_alert_rate': 0.496, 'negative_alert_rate': 0.121}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2344, 'positive_alert_rate': 0.5991, 'negative_alert_rate': 0.1551}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2571, 'positive_alert_rate': 0.6489, 'negative_alert_rate': 0.1719}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2763, 'positive_alert_rate': 0.7013, 'negative_alert_rate': 0.1839}]",0.0,True
policy_0422,0.7,0.7,6,1,12,1,6297,0.1787,0.2763,0.7013,0.1839,0.1382,2.7859,7.0,7.0,1.0,0.3422,0.0723,0.1205,0.496,0.121,0.188,0.5991,0.1551,0.2344,0.6489,0.1719,0.2571,0.7013,0.1839,0.2763,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.1205, 'positive_alert_rate': 0.3422, 'negative_alert_rate': 0.0723}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.188, 'positive_alert_rate': 0.496, 'negative_alert_rate': 0.121}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2344, 'positive_alert_rate': 0.5991, 'negative_alert_rate': 0.1551}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2571, 'positive_alert_rate': 0.6489, 'negative_alert_rate': 0.1719}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2763, 'positive_alert_rate': 0.7013, 'negative_alert_rate': 0.1839}]",0.0,True
policy_0423,0.7,0.7,6,1,24,1,6297,0.1787,0.2763,0.7013,0.1839,0.1382,2.7859,7.0,7.0,1.0,0.3422,0.0723,0.1205,0.496,0.121,0.188,0.5991,0.1551,0.2344,0.6489,0.1719,0.2571,0.7013,0.1839,0.2763,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.1205, 'positive_alert_rate': 0.3422, 'negative_alert_rate': 0.0723}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.188, 'positive_alert_rate': 0.496, 'negative_alert_rate': 0.121}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2344, 'positive_alert_rate': 0.5991, 'negative_alert_rate': 0.1551}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2571, 'positive_alert_rate': 0.6489, 'negative_alert_rate': 0.1719}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2763, 'positive_alert_rate': 0.7013, 'negative_alert_rate': 0.1839}]",0.0,True
policy_0427,0.7,0.65,6,1,6,1,6297,0.1787,0.2763,0.7013,0.1839,0.1382,3.484,7.0,7.0,1.0,0.3422,0.0723,0.1205,0.496,0.121,0.188,0.5991,0.1551,0.2344,0.6489,0.1719,0.2571,0.7013,0.1839,0.2763,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.1205, 'positive_alert_rate': 0.3422, 'negative_alert_rate': 0.0723}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.188, 'positive_alert_rate': 0.496, 'negative_alert_rate': 0.121}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2344, 'positive_alert_rate': 0.5991, 'negative_alert_rate': 0.1551}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2571, 'positive_alert_rate': 0.6489, 'negative_alert_rate': 0.1719}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2763, 'positive_alert_rate': 0.7013, 'negative_alert_rate': 0.1839}]",0.0,True
policy_0428,0.7,0.65,6,1,12,1,6297,0.1787,0.2763,0.7013,0.1839,0.1382,3.484,7.0,7.0,1.0,0.3422,0.0723,0.1205,0.496,0.121,0.188,0.5991,0.1551,0.2344,0.6489,0.1719,0.2571,0.7013,0.1839,0.2763,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.1205, 'positive_alert_rate': 0.3422, 'negative_alert_rate': 0.0723}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.188, 'positive_alert_rate': 0.496, 'negative_alert_rate': 0.121}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2344, 'positive_alert_rate': 0.5991, 'negative_alert_rate': 0.1551}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2571, 'positive_alert_rate': 0.6489, 'negative_alert_rate': 0.1719}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2763, 'positive_alert_rate': 0.7013, 'negative_alert_rate': 0.1839}]",0.0,True
policy_0429,0.7,0.65,6,1,24,1,6297,0.1787,0.2763,0.7013,0.1839,0.1382,3.484,7.0,7.0,1.0,0.3422,0.0723,0.1205,0.496,0.121,0.188,0.5991,0.1551,0.2344,0.6489,0.1719,0.2571,0.7013,0.1839,0.2763,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.1205, 'positive_alert_rate': 0.3422, 'negative_alert_rate': 0.0723}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.188, 'positive_alert_rate': 0.496, 'negative_alert_rate': 0.121}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2344, 'positive_alert_rate': 0.5991, 'negative_alert_rate': 0.1551}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2571, 'positive_alert_rate': 0.6489, 'negative_alert_rate': 0.1719}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.2763, 'positive_alert_rate': 0.7013, 'negative_alert_rate': 0.1839}]",0.0,True
policy_0400,0.67,0.67,10,2,6,1,6297,0.1787,0.28,0.7076,0.187,0.14,3.0272,11.0,11.0,1.0,0.0,0.0,0.0,0.4631,0.105,0.169,0.6,0.1541,0.2338,0.6578,0.1719,0.2587,0.7076,0.187,0.28,"[{'hour': 6, 'n_patients': 6297, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6297, 'patient_alert_rate': 0.169, 'positive_alert_rate': 0.4631, 'negative_alert_rate': 0.105}, {'hour': 24, 'n_patients': 6297, 'patient_alert_rate': 0.2338, 'positive_alert_rate': 0.6, 'negative_alert_rate': 0.1541}, {'hour': 36, 'n_patients': 6297, 'patient_alert_rate': 0.2587, 'positive_alert_rate': 0.6578, 'negative_alert_rate': 0.1719}, {'hour': 48, 'n_patients': 6297, 'patient_alert_rate': 0.28, 'positive_alert_rate': 0.7076, 'negative_alert_rate': 0.187}]",0.0,True
