policy_name,enter_threshold,exit_threshold,min_history_hours,min_consecutive_hours,refractory_hours,max_alerts_per_stay,n_patients,positive_rate,patient_alert_rate,positive_patient_alert_rate,negative_patient_alert_rate,alert_events_per_patient_day,alert_state_hours_per_patient_day,median_first_alert_hour_positive,median_first_alert_hour_all,mean_alert_events_per_alerted_patient,positive_alert_rate_at_6h,negative_alert_rate_at_6h,patient_alert_rate_at_6h,positive_alert_rate_at_12h,negative_alert_rate_at_12h,patient_alert_rate_at_12h,positive_alert_rate_at_24h,negative_alert_rate_at_24h,patient_alert_rate_at_24h,positive_alert_rate_at_36h,negative_alert_rate_at_36h,patient_alert_rate_at_36h,positive_alert_rate_at_48h,negative_alert_rate_at_48h,patient_alert_rate_at_48h,cumulative_alert_metrics,constraint_penalty,feasible
policy_1061,0.86,0.86,8,2,6,1,6297,0.1787,0.3249,0.5227,0.2819,0.1843,1.7522,9.0,9.0,1.0,0.0,0.0,0.0,0.49,0.2622,0.3024,0.498,0.2838,0.321,0.4936,0.314,0.3481,0.4829,0.3298,0.36,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.3024, 'positive_alert_rate': 0.49, 'negative_alert_rate': 0.2622}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.321, 'positive_alert_rate': 0.498, 'negative_alert_rate': 0.2838}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.3481, 'positive_alert_rate': 0.4936, 'negative_alert_rate': 0.314}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.36, 'positive_alert_rate': 0.4829, 'negative_alert_rate': 0.3298}]",0.0293,False
policy_1062,0.86,0.86,8,2,12,1,6297,0.1787,0.3249,0.5227,0.2819,0.1843,1.7522,9.0,9.0,1.0,0.0,0.0,0.0,0.49,0.2622,0.3024,0.498,0.2838,0.321,0.4936,0.314,0.3481,0.4829,0.3298,0.36,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.3024, 'positive_alert_rate': 0.49, 'negative_alert_rate': 0.2622}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.321, 'positive_alert_rate': 0.498, 'negative_alert_rate': 0.2838}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.3481, 'positive_alert_rate': 0.4936, 'negative_alert_rate': 0.314}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.36, 'positive_alert_rate': 0.4829, 'negative_alert_rate': 0.3298}]",0.0293,False
policy_1063,0.86,0.86,8,2,24,1,6297,0.1787,0.3249,0.5227,0.2819,0.1843,1.7522,9.0,9.0,1.0,0.0,0.0,0.0,0.49,0.2622,0.3024,0.498,0.2838,0.321,0.4936,0.314,0.3481,0.4829,0.3298,0.36,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.3024, 'positive_alert_rate': 0.49, 'negative_alert_rate': 0.2622}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.321, 'positive_alert_rate': 0.498, 'negative_alert_rate': 0.2838}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.3481, 'positive_alert_rate': 0.4936, 'negative_alert_rate': 0.314}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.36, 'positive_alert_rate': 0.4829, 'negative_alert_rate': 0.3298}]",0.0293,False
policy_1064,0.86,0.86,8,2,48,1,6297,0.1787,0.3249,0.5227,0.2819,0.1843,1.7522,9.0,9.0,1.0,0.0,0.0,0.0,0.49,0.2622,0.3024,0.498,0.2838,0.321,0.4936,0.314,0.3481,0.4829,0.3298,0.36,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.3024, 'positive_alert_rate': 0.49, 'negative_alert_rate': 0.2622}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.321, 'positive_alert_rate': 0.498, 'negative_alert_rate': 0.2838}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.3481, 'positive_alert_rate': 0.4936, 'negative_alert_rate': 0.314}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.36, 'positive_alert_rate': 0.4829, 'negative_alert_rate': 0.3298}]",0.0293,False
policy_1069,0.86,0.84,8,2,6,1,6297,0.1787,0.3249,0.5227,0.2819,0.1843,2.0276,9.0,9.0,1.0,0.0,0.0,0.0,0.49,0.2622,0.3024,0.498,0.2838,0.321,0.4936,0.314,0.3481,0.4829,0.3298,0.36,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.3024, 'positive_alert_rate': 0.49, 'negative_alert_rate': 0.2622}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.321, 'positive_alert_rate': 0.498, 'negative_alert_rate': 0.2838}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.3481, 'positive_alert_rate': 0.4936, 'negative_alert_rate': 0.314}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.36, 'positive_alert_rate': 0.4829, 'negative_alert_rate': 0.3298}]",0.0293,False
policy_1070,0.86,0.84,8,2,12,1,6297,0.1787,0.3249,0.5227,0.2819,0.1843,2.0276,9.0,9.0,1.0,0.0,0.0,0.0,0.49,0.2622,0.3024,0.498,0.2838,0.321,0.4936,0.314,0.3481,0.4829,0.3298,0.36,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.3024, 'positive_alert_rate': 0.49, 'negative_alert_rate': 0.2622}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.321, 'positive_alert_rate': 0.498, 'negative_alert_rate': 0.2838}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.3481, 'positive_alert_rate': 0.4936, 'negative_alert_rate': 0.314}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.36, 'positive_alert_rate': 0.4829, 'negative_alert_rate': 0.3298}]",0.0293,False
policy_1071,0.86,0.84,8,2,24,1,6297,0.1787,0.3249,0.5227,0.2819,0.1843,2.0276,9.0,9.0,1.0,0.0,0.0,0.0,0.49,0.2622,0.3024,0.498,0.2838,0.321,0.4936,0.314,0.3481,0.4829,0.3298,0.36,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.3024, 'positive_alert_rate': 0.49, 'negative_alert_rate': 0.2622}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.321, 'positive_alert_rate': 0.498, 'negative_alert_rate': 0.2838}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.3481, 'positive_alert_rate': 0.4936, 'negative_alert_rate': 0.314}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.36, 'positive_alert_rate': 0.4829, 'negative_alert_rate': 0.3298}]",0.0293,False
policy_1072,0.86,0.84,8,2,48,1,6297,0.1787,0.3249,0.5227,0.2819,0.1843,2.0276,9.0,9.0,1.0,0.0,0.0,0.0,0.49,0.2622,0.3024,0.498,0.2838,0.321,0.4936,0.314,0.3481,0.4829,0.3298,0.36,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.3024, 'positive_alert_rate': 0.49, 'negative_alert_rate': 0.2622}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.321, 'positive_alert_rate': 0.498, 'negative_alert_rate': 0.2838}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.3481, 'positive_alert_rate': 0.4936, 'negative_alert_rate': 0.314}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.36, 'positive_alert_rate': 0.4829, 'negative_alert_rate': 0.3298}]",0.0293,False
policy_1077,0.86,0.81,8,2,6,1,6297,0.1787,0.3249,0.5227,0.2819,0.1843,2.3772,9.0,9.0,1.0,0.0,0.0,0.0,0.49,0.2622,0.3024,0.498,0.2838,0.321,0.4936,0.314,0.3481,0.4829,0.3298,0.36,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.3024, 'positive_alert_rate': 0.49, 'negative_alert_rate': 0.2622}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.321, 'positive_alert_rate': 0.498, 'negative_alert_rate': 0.2838}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.3481, 'positive_alert_rate': 0.4936, 'negative_alert_rate': 0.314}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.36, 'positive_alert_rate': 0.4829, 'negative_alert_rate': 0.3298}]",0.0293,False
policy_1078,0.86,0.81,8,2,12,1,6297,0.1787,0.3249,0.5227,0.2819,0.1843,2.3772,9.0,9.0,1.0,0.0,0.0,0.0,0.49,0.2622,0.3024,0.498,0.2838,0.321,0.4936,0.314,0.3481,0.4829,0.3298,0.36,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.3024, 'positive_alert_rate': 0.49, 'negative_alert_rate': 0.2622}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.321, 'positive_alert_rate': 0.498, 'negative_alert_rate': 0.2838}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.3481, 'positive_alert_rate': 0.4936, 'negative_alert_rate': 0.314}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.36, 'positive_alert_rate': 0.4829, 'negative_alert_rate': 0.3298}]",0.0293,False
policy_1079,0.86,0.81,8,2,24,1,6297,0.1787,0.3249,0.5227,0.2819,0.1843,2.3772,9.0,9.0,1.0,0.0,0.0,0.0,0.49,0.2622,0.3024,0.498,0.2838,0.321,0.4936,0.314,0.3481,0.4829,0.3298,0.36,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.3024, 'positive_alert_rate': 0.49, 'negative_alert_rate': 0.2622}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.321, 'positive_alert_rate': 0.498, 'negative_alert_rate': 0.2838}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.3481, 'positive_alert_rate': 0.4936, 'negative_alert_rate': 0.314}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.36, 'positive_alert_rate': 0.4829, 'negative_alert_rate': 0.3298}]",0.0293,False
policy_1080,0.86,0.81,8,2,48,1,6297,0.1787,0.3249,0.5227,0.2819,0.1843,2.3772,9.0,9.0,1.0,0.0,0.0,0.0,0.49,0.2622,0.3024,0.498,0.2838,0.321,0.4936,0.314,0.3481,0.4829,0.3298,0.36,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.3024, 'positive_alert_rate': 0.49, 'negative_alert_rate': 0.2622}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.321, 'positive_alert_rate': 0.498, 'negative_alert_rate': 0.2838}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.3481, 'positive_alert_rate': 0.4936, 'negative_alert_rate': 0.314}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.36, 'positive_alert_rate': 0.4829, 'negative_alert_rate': 0.3298}]",0.0293,False
policy_0361,0.84,0.84,7,1,6,1,6297,0.1787,0.4246,0.6151,0.3832,0.2408,2.4701,7.0,7.0,1.0,0.0,0.0,0.0,0.5864,0.367,0.4057,0.5875,0.3861,0.4211,0.5889,0.4223,0.4539,0.5783,0.4376,0.4654,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.4057, 'positive_alert_rate': 0.5864, 'negative_alert_rate': 0.367}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.4211, 'positive_alert_rate': 0.5875, 'negative_alert_rate': 0.3861}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.4539, 'positive_alert_rate': 0.5889, 'negative_alert_rate': 0.4223}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.4654, 'positive_alert_rate': 0.5783, 'negative_alert_rate': 0.4376}]",0.0332,False
policy_0362,0.84,0.84,7,1,12,1,6297,0.1787,0.4246,0.6151,0.3832,0.2408,2.4701,7.0,7.0,1.0,0.0,0.0,0.0,0.5864,0.367,0.4057,0.5875,0.3861,0.4211,0.5889,0.4223,0.4539,0.5783,0.4376,0.4654,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.4057, 'positive_alert_rate': 0.5864, 'negative_alert_rate': 0.367}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.4211, 'positive_alert_rate': 0.5875, 'negative_alert_rate': 0.3861}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.4539, 'positive_alert_rate': 0.5889, 'negative_alert_rate': 0.4223}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.4654, 'positive_alert_rate': 0.5783, 'negative_alert_rate': 0.4376}]",0.0332,False
policy_0363,0.84,0.84,7,1,24,1,6297,0.1787,0.4246,0.6151,0.3832,0.2408,2.4701,7.0,7.0,1.0,0.0,0.0,0.0,0.5864,0.367,0.4057,0.5875,0.3861,0.4211,0.5889,0.4223,0.4539,0.5783,0.4376,0.4654,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.4057, 'positive_alert_rate': 0.5864, 'negative_alert_rate': 0.367}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.4211, 'positive_alert_rate': 0.5875, 'negative_alert_rate': 0.3861}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.4539, 'positive_alert_rate': 0.5889, 'negative_alert_rate': 0.4223}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.4654, 'positive_alert_rate': 0.5783, 'negative_alert_rate': 0.4376}]",0.0332,False
policy_0364,0.84,0.84,7,1,48,1,6297,0.1787,0.4246,0.6151,0.3832,0.2408,2.4701,7.0,7.0,1.0,0.0,0.0,0.0,0.5864,0.367,0.4057,0.5875,0.3861,0.4211,0.5889,0.4223,0.4539,0.5783,0.4376,0.4654,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.4057, 'positive_alert_rate': 0.5864, 'negative_alert_rate': 0.367}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.4211, 'positive_alert_rate': 0.5875, 'negative_alert_rate': 0.3861}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.4539, 'positive_alert_rate': 0.5889, 'negative_alert_rate': 0.4223}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.4654, 'positive_alert_rate': 0.5783, 'negative_alert_rate': 0.4376}]",0.0332,False
policy_0369,0.84,0.82,7,1,6,1,6297,0.1787,0.4246,0.6151,0.3832,0.2408,2.8155,7.0,7.0,1.0,0.0,0.0,0.0,0.5864,0.367,0.4057,0.5875,0.3861,0.4211,0.5889,0.4223,0.4539,0.5783,0.4376,0.4654,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.4057, 'positive_alert_rate': 0.5864, 'negative_alert_rate': 0.367}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.4211, 'positive_alert_rate': 0.5875, 'negative_alert_rate': 0.3861}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.4539, 'positive_alert_rate': 0.5889, 'negative_alert_rate': 0.4223}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.4654, 'positive_alert_rate': 0.5783, 'negative_alert_rate': 0.4376}]",0.0332,False
policy_0370,0.84,0.82,7,1,12,1,6297,0.1787,0.4246,0.6151,0.3832,0.2408,2.8155,7.0,7.0,1.0,0.0,0.0,0.0,0.5864,0.367,0.4057,0.5875,0.3861,0.4211,0.5889,0.4223,0.4539,0.5783,0.4376,0.4654,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.4057, 'positive_alert_rate': 0.5864, 'negative_alert_rate': 0.367}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.4211, 'positive_alert_rate': 0.5875, 'negative_alert_rate': 0.3861}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.4539, 'positive_alert_rate': 0.5889, 'negative_alert_rate': 0.4223}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.4654, 'positive_alert_rate': 0.5783, 'negative_alert_rate': 0.4376}]",0.0332,False
policy_0371,0.84,0.82,7,1,24,1,6297,0.1787,0.4246,0.6151,0.3832,0.2408,2.8155,7.0,7.0,1.0,0.0,0.0,0.0,0.5864,0.367,0.4057,0.5875,0.3861,0.4211,0.5889,0.4223,0.4539,0.5783,0.4376,0.4654,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.4057, 'positive_alert_rate': 0.5864, 'negative_alert_rate': 0.367}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.4211, 'positive_alert_rate': 0.5875, 'negative_alert_rate': 0.3861}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.4539, 'positive_alert_rate': 0.5889, 'negative_alert_rate': 0.4223}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.4654, 'positive_alert_rate': 0.5783, 'negative_alert_rate': 0.4376}]",0.0332,False
policy_0372,0.84,0.82,7,1,48,1,6297,0.1787,0.4246,0.6151,0.3832,0.2408,2.8155,7.0,7.0,1.0,0.0,0.0,0.0,0.5864,0.367,0.4057,0.5875,0.3861,0.4211,0.5889,0.4223,0.4539,0.5783,0.4376,0.4654,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.4057, 'positive_alert_rate': 0.5864, 'negative_alert_rate': 0.367}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.4211, 'positive_alert_rate': 0.5875, 'negative_alert_rate': 0.3861}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.4539, 'positive_alert_rate': 0.5889, 'negative_alert_rate': 0.4223}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.4654, 'positive_alert_rate': 0.5783, 'negative_alert_rate': 0.4376}]",0.0332,False
policy_0377,0.84,0.79,7,1,6,1,6297,0.1787,0.4246,0.6151,0.3832,0.2408,3.2293,7.0,7.0,1.0,0.0,0.0,0.0,0.5864,0.367,0.4057,0.5875,0.3861,0.4211,0.5889,0.4223,0.4539,0.5783,0.4376,0.4654,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.4057, 'positive_alert_rate': 0.5864, 'negative_alert_rate': 0.367}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.4211, 'positive_alert_rate': 0.5875, 'negative_alert_rate': 0.3861}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.4539, 'positive_alert_rate': 0.5889, 'negative_alert_rate': 0.4223}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.4654, 'positive_alert_rate': 0.5783, 'negative_alert_rate': 0.4376}]",0.0332,False
policy_0378,0.84,0.79,7,1,12,1,6297,0.1787,0.4246,0.6151,0.3832,0.2408,3.2293,7.0,7.0,1.0,0.0,0.0,0.0,0.5864,0.367,0.4057,0.5875,0.3861,0.4211,0.5889,0.4223,0.4539,0.5783,0.4376,0.4654,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.4057, 'positive_alert_rate': 0.5864, 'negative_alert_rate': 0.367}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.4211, 'positive_alert_rate': 0.5875, 'negative_alert_rate': 0.3861}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.4539, 'positive_alert_rate': 0.5889, 'negative_alert_rate': 0.4223}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.4654, 'positive_alert_rate': 0.5783, 'negative_alert_rate': 0.4376}]",0.0332,False
policy_0379,0.84,0.79,7,1,24,1,6297,0.1787,0.4246,0.6151,0.3832,0.2408,3.2293,7.0,7.0,1.0,0.0,0.0,0.0,0.5864,0.367,0.4057,0.5875,0.3861,0.4211,0.5889,0.4223,0.4539,0.5783,0.4376,0.4654,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.4057, 'positive_alert_rate': 0.5864, 'negative_alert_rate': 0.367}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.4211, 'positive_alert_rate': 0.5875, 'negative_alert_rate': 0.3861}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.4539, 'positive_alert_rate': 0.5889, 'negative_alert_rate': 0.4223}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.4654, 'positive_alert_rate': 0.5783, 'negative_alert_rate': 0.4376}]",0.0332,False
policy_0380,0.84,0.79,7,1,48,1,6297,0.1787,0.4246,0.6151,0.3832,0.2408,3.2293,7.0,7.0,1.0,0.0,0.0,0.0,0.5864,0.367,0.4057,0.5875,0.3861,0.4211,0.5889,0.4223,0.4539,0.5783,0.4376,0.4654,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.4057, 'positive_alert_rate': 0.5864, 'negative_alert_rate': 0.367}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.4211, 'positive_alert_rate': 0.5875, 'negative_alert_rate': 0.3861}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.4539, 'positive_alert_rate': 0.5889, 'negative_alert_rate': 0.4223}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.4654, 'positive_alert_rate': 0.5783, 'negative_alert_rate': 0.4376}]",0.0332,False
policy_1705,0.88,0.88,7,1,6,1,6297,0.1787,0.3092,0.5218,0.263,0.1754,1.6437,7.0,8.0,1.0,0.0,0.0,0.0,0.4882,0.2468,0.2894,0.493,0.2648,0.3044,0.4893,0.295,0.3318,0.4794,0.3095,0.343,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.2894, 'positive_alert_rate': 0.4882, 'negative_alert_rate': 0.2468}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.3044, 'positive_alert_rate': 0.493, 'negative_alert_rate': 0.2648}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.3318, 'positive_alert_rate': 0.4893, 'negative_alert_rate': 0.295}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.343, 'positive_alert_rate': 0.4794, 'negative_alert_rate': 0.3095}]",0.0352,False
policy_1706,0.88,0.88,7,1,12,1,6297,0.1787,0.3092,0.5218,0.263,0.1754,1.6437,7.0,8.0,1.0,0.0,0.0,0.0,0.4882,0.2468,0.2894,0.493,0.2648,0.3044,0.4893,0.295,0.3318,0.4794,0.3095,0.343,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.2894, 'positive_alert_rate': 0.4882, 'negative_alert_rate': 0.2468}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.3044, 'positive_alert_rate': 0.493, 'negative_alert_rate': 0.2648}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.3318, 'positive_alert_rate': 0.4893, 'negative_alert_rate': 0.295}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.343, 'positive_alert_rate': 0.4794, 'negative_alert_rate': 0.3095}]",0.0352,False
policy_1707,0.88,0.88,7,1,24,1,6297,0.1787,0.3092,0.5218,0.263,0.1754,1.6437,7.0,8.0,1.0,0.0,0.0,0.0,0.4882,0.2468,0.2894,0.493,0.2648,0.3044,0.4893,0.295,0.3318,0.4794,0.3095,0.343,"[{'hour': 6, 'n_patients': 6295, 'patient_alert_rate': 0.0, 'positive_alert_rate': 0.0, 'negative_alert_rate': 0.0}, {'hour': 12, 'n_patients': 6234, 'patient_alert_rate': 0.2894, 'positive_alert_rate': 0.4882, 'negative_alert_rate': 0.2468}, {'hour': 24, 'n_patients': 5795, 'patient_alert_rate': 0.3044, 'positive_alert_rate': 0.493, 'negative_alert_rate': 0.2648}, {'hour': 36, 'n_patients': 4924, 'patient_alert_rate': 0.3318, 'positive_alert_rate': 0.4893, 'negative_alert_rate': 0.295}, {'hour': 48, 'n_patients': 4297, 'patient_alert_rate': 0.343, 'positive_alert_rate': 0.4794, 'negative_alert_rate': 0.3095}]",0.0352,False
